tick,cycles,kind,pc,ra,fn,mode,d4d4,scratch0,dest,d278,hp,d2e8,gp90,a0,a1,a2,a3,sp,s0,s1,note
0x00000132,0xfff2273a,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a0140,0x00000001,0x000000ff,0x0000009f,0x00000082,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000133,0x000361c7,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000001,0x00000050,0x000000a3,0x801ffd58,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000134,0x00149c85,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a12ec,0x00000001,0x00000046,0x000000f9,0x0000009f,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000135,0x0025d4bf,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000001,0x00000050,0x000000a3,0x801ffd58,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000136,0x00370cee,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a0140,0x00000001,0x000000ff,0x0000009f,0x00000082,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000137,0x00484afc,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a0140,0x00000001,0x00000050,0x000000a3,0x801ffd58,0x801ffd90,0x00000000,0x00000001,damage_entry
0x00000139,0x005995f8,1D340,0x8001d340,0x8002a504,unknown,0x00000001,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a0140,0x00000000,0xfdffffff,0x00000000,0x00000101,0x801ffd90,0x00000001,0x00000000,damage_entry
0x00000159,0x0280aabb,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000015a,0x0291e238,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000015b,0x02a323b1,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a0140,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000015c,0x02b45791,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000015d,0x02c59f50,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x800a2090,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000015e,0x02d6cc8d,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a12ec,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000015f,0x02e806a3,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000160,0x02f94017,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000161,0x030a795c,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000162,0x031bb307,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000163,0x032cec5b,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000164,0x033e2929,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000165,0x034f6017,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000166,0x03609a83,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000167,0x03721320,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000168,0x03834d57,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a12ec,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000169,0x03946d7f,OP2A,0x80017a50,0x80017248,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a3494,0x801ffed0,0x00000002,0x00000002,0x801a348c,0x801ffec0,0x801ffed0,0x80010690,scratch_bit_op
0x0000016a,0x03949096,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000016b,0x03a58e92,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000016c,0x03b6c9f7,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000016d,0x03c8032e,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000016e,0x03d901b3,OP2A,0x80017a50,0x80017248,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a3494,0x801ffed0,0x00000002,0x00000002,0x801a348c,0x801ffec0,0x801ffed0,0x80010690,scratch_bit_op
0x0000016f,0x03d93ea0,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000170,0x03ea38ca,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000171,0x03fb7221,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000172,0x040cab8b,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000173,0x041de4d2,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000174,0x042f328c,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a12ec,0x00000002,0x800b0cb0,0x800b8a20,0x0000003d,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000175,0x0440562f,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0xfffc7fff,0x800a5d5c,0x000019f8,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000176,0x04517bda,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x01b30000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000177,0x0462b52a,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x01eb0000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000178,0x0473ee8e,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x02100000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000179,0x048527de,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x021b0000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000017a,0x04966171,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x021d0000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000017b,0x04a79ade,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x021a0000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000017c,0x04b8d4a8,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x02120000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000017d,0x04ca058c,OP2A,0x80017a50,0x80017248,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a27a4,0x801ffed0,0x00000002,0x00000002,0x801a279c,0x801ffec0,0x801ffed0,0x80010690,scratch_bit_op
0x0000017e,0x04ca23df,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x02110000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000017f,0x04db2c68,OP2A,0x80017a50,0x80017248,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a36f4,0x801ffed0,0x00000002,0x00000002,0x801a36ec,0x801ffec0,0x801ffed0,0x80010690,scratch_bit_op
0x00000180,0x04db5417,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a12ec,0x00000002,0x800b8628,0x0000007f,0x0000003d,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000181,0x04ec7857,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000182,0x04fdb1ea,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000183,0x050eeb3f,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000184,0x0520253f,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000185,0x05315ea4,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000186,0x05429806,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000187,0x0553d156,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000188,0x05650aa8,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000189,0x05764477,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x800a2090,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000018a,0x05877eac,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a12ec,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000018b,0x0598b6e5,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000018c,0x05aa0053,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000018d,0x05bb39f3,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x800a2090,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000018e,0x05cc7302,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000018f,0x05ddac3e,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000190,0x05eee5bc,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000191,0x06001f23,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000192,0x0611588a,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000193,0x062291d8,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000194,0x0633cef6,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a12ec,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000195,0x064503e5,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000196,0x06563d6d,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000197,0x066776d0,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000198,0x0678aff7,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x00000199,0x0689e95b,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000019a,0x069b22da,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000019b,0x06ac5c33,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000019c,0x06bd9592,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000019d,0x06cecef4,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000019e,0x06e00978,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a12ec,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x0000019f,0x06f14175,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001a0,0x07027add,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001a1,0x0713b443,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001a2,0x07250546,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000000,0x801ffd58,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001a3,0x0736293d,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x00000008,0x00000000,0x00000001,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001a4,0x0747623e,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001a5,0x0758c0ab,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001a6,0x076a186b,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001a7,0x077b40e7,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001a8,0x078c773d,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a12ec,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001a9,0x079db15e,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001aa,0x07aeeb26,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001ab,0x07c0265f,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001ac,0x07d15da4,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001ad,0x07e29b4d,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001ae,0x07f3c503,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001af,0x08050c35,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001b0,0x0816453d,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800bef90,0x00000001,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001b1,0x08277aab,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x800b0cb0,0x800b8a20,0x0000003d,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001b2,0x0838b8a1,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a12ec,0x00000002,0xfffc7fff,0x800a5d5c,0x0000100f,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001b3,0x0849e1c1,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x01b30000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
0x000001b4,0x085b177a,1D340,0x8001d340,0x8002a504,unknown,0x00000000,0x01,0x0000011c,0xa8001248,0x800b8a20,34,0x00000005,0x801a22dc,0x00000002,0x01eb0000,0x800bef90,0x00000000,0x801ffd90,0x800b0cd8,0x00000002,damage_entry
